Source,Target,Type
Company1_tier1_Chassis_and_safety,Company1_tier1,forCompany
Company1_tier1_Infotainment_and_Telematics,Company1_tier1,forCompany
Company1_tier1_Other,Company1_tier1,forCompany
Company1_tier1_Powertrain,Company1_tier1,forCompany
Company2_OEM_BEHV_Response,Company2_OEM,fromCompany
Company2_OEM_BEV_Response,Company2_OEM,fromCompany
Company2_OEM_ICE_Response,Company2_OEM,fromCompany
Company2_tier1,EV,hasComponentTypeSplit
Company2_tier1,non_EV,hasComponentTypeSplit
Company2_tier1_Advanced_driver-assistance_systems_(ADAS),Company2_tier1,forCompany
Company2_tier1_Body_and_convenience,Company2_tier1,forCompany
Company2_tier1_Chassis_and_safety,Company2_tier1,forCompany
Company2_tier1_Infotainment_and_Telematics,Company2_tier1,forCompany
Company2_tier1_Other,Company2_tier1,forCompany
Company2_tier1_Powertrain,Company2_tier1,forCompany
Company3_OEM_BEHV_Response,Company3_OEM,fromCompany
Company3_OEM_BEV_Response,Company3_OEM,fromCompany
Company3_OEM_ICE_Response,Company3_OEM,fromCompany
Company3_tier1,EV,hasComponentTypeSplit
Company3_tier1,non_EV,hasComponentTypeSplit
Company3_tier1_Advanced_driver-assistance_systems_(ADAS),Company3_tier1,forCompany
Company3_tier1_Body_and_convenience,Company3_tier1,forCompany
Company3_tier1_Chassis_and_safety,Company3_tier1,forCompany
Company3_tier1_Infotainment_and_Telematics,Company3_tier1,forCompany
Company3_tier1_Other,Company3_tier1,forCompany
Company3_tier1_Powertrain,Company3_tier1,forCompany
CurrentDemandAnalysis,Aggregated_Current_BEHV,hasAggregatedResult
CurrentDemandAnalysis,Aggregated_Current_BEV,hasAggregatedResult
CurrentDemandAnalysis,Aggregated_Current_ICE,hasAggregatedResult
CurrentDemandAnalysis,BEHV,analyzesVehicleType
CurrentDemandAnalysis,BEV,analyzesVehicleType
CurrentDemandAnalysis,ICE,analyzesVehicleType
CurrentDemandAnalysis,TechCategory_10-16_nm,analyzesTechnologyCategory
CurrentDemandAnalysis,TechCategory_180-500_nm,analyzesTechnologyCategory
CurrentDemandAnalysis,TechCategory_2-7_nm,analyzesTechnologyCategory
CurrentDemandAnalysis,TechCategory_28-45_nm,analyzesTechnologyCategory
CurrentDemandAnalysis,TechCategory_55-150_nm,analyzesTechnologyCategory
CurrentDemand_OEM_Americas,RegionAmericas,inRegion
CurrentDemand_OEM_Europe,RegionEurope,inRegion
CurrentDemand_OEM_Japan,RegionJapan,inRegion
CurrentDemand_Semiconductor_Americas,RegionAmericas,inRegion
CurrentDemand_Semiconductor_Europe,RegionEurope,inRegion
CurrentDemand_Semiconductor_Japan,RegionJapan,inRegion
CurrentDemand_Tier1_Americas,RegionAmericas,inRegion
CurrentDemand_Tier1_Europe,RegionEurope,inRegion
CurrentDemand_Tier1_Japan,RegionJapan,inRegion
FutureDemandAnalysis,FutureDemand_BEHV_Current_Quarter,hasFutureDemand
FutureDemandAnalysis,FutureDemand_BEHV_Q1_2026,hasFutureDemand
FutureDemandAnalysis,FutureDemand_BEHV_Q2_2025,hasFutureDemand
FutureDemandAnalysis,FutureDemand_BEHV_Q2_2026,hasFutureDemand
FutureDemandAnalysis,FutureDemand_BEHV_Q3_2025,hasFutureDemand
FutureDemandAnalysis,FutureDemand_BEHV_Q3_2026,hasFutureDemand
FutureDemandAnalysis,FutureDemand_BEHV_Q4_2025,hasFutureDemand
FutureDemandAnalysis,FutureDemand_BEHV_Q4_2026,hasFutureDemand
FutureDemandAnalysis,FutureDemand_BEV_Current_Quarter,hasFutureDemand
FutureDemandAnalysis,FutureDemand_BEV_Q1_2026,hasFutureDemand
FutureDemandAnalysis,FutureDemand_BEV_Q2_2025,hasFutureDemand
FutureDemandAnalysis,FutureDemand_BEV_Q2_2026,hasFutureDemand
FutureDemandAnalysis,FutureDemand_BEV_Q3_2025,hasFutureDemand
FutureDemandAnalysis,FutureDemand_BEV_Q3_2026,hasFutureDemand
FutureDemandAnalysis,FutureDemand_BEV_Q4_2025,hasFutureDemand
FutureDemandAnalysis,FutureDemand_BEV_Q4_2026,hasFutureDemand
FutureDemandAnalysis,FutureDemand_ICE_Current_Quarter,hasFutureDemand
FutureDemandAnalysis,FutureDemand_ICE_Q1_2026,hasFutureDemand
FutureDemandAnalysis,FutureDemand_ICE_Q2_2025,hasFutureDemand
FutureDemandAnalysis,FutureDemand_ICE_Q2_2026,hasFutureDemand
FutureDemandAnalysis,FutureDemand_ICE_Q3_2025,hasFutureDemand
FutureDemandAnalysis,FutureDemand_ICE_Q3_2026,hasFutureDemand
FutureDemandAnalysis,FutureDemand_ICE_Q4_2025,hasFutureDemand
FutureDemandAnalysis,FutureDemand_ICE_Q4_2026,hasFutureDemand
FutureDemand_BEHV_Current_Quarter,BEHV,analyzesVehicleType
FutureDemand_BEHV_Current_Quarter,time_Current_Quarter,forTimePeriod
FutureDemand_BEHV_Q1_2026,BEHV,analyzesVehicleType
FutureDemand_BEHV_Q1_2026,time_Q1_2026,forTimePeriod
FutureDemand_BEHV_Q2_2025,BEHV,analyzesVehicleType
FutureDemand_BEHV_Q2_2025,time_Q2_2025,forTimePeriod
FutureDemand_BEHV_Q2_2026,BEHV,analyzesVehicleType
FutureDemand_BEHV_Q2_2026,time_Q2_2026,forTimePeriod
FutureDemand_BEHV_Q3_2025,BEHV,analyzesVehicleType
FutureDemand_BEHV_Q3_2025,time_Q3_2025,forTimePeriod
FutureDemand_BEHV_Q3_2026,BEHV,analyzesVehicleType
FutureDemand_BEHV_Q3_2026,time_Q3_2026,forTimePeriod
FutureDemand_BEHV_Q4_2025,BEHV,analyzesVehicleType
FutureDemand_BEHV_Q4_2025,time_Q4_2025,forTimePeriod
FutureDemand_BEHV_Q4_2026,BEHV,analyzesVehicleType
FutureDemand_BEHV_Q4_2026,time_Q4_2026,forTimePeriod
FutureDemand_BEV_Current_Quarter,BEV,analyzesVehicleType
FutureDemand_BEV_Current_Quarter,time_Current_Quarter,forTimePeriod
FutureDemand_BEV_Q1_2026,BEV,analyzesVehicleType
FutureDemand_BEV_Q1_2026,time_Q1_2026,forTimePeriod
FutureDemand_BEV_Q2_2025,BEV,analyzesVehicleType
FutureDemand_BEV_Q2_2025,time_Q2_2025,forTimePeriod
FutureDemand_BEV_Q2_2026,BEV,analyzesVehicleType
FutureDemand_BEV_Q2_2026,time_Q2_2026,forTimePeriod
FutureDemand_BEV_Q3_2025,BEV,analyzesVehicleType
FutureDemand_BEV_Q3_2025,time_Q3_2025,forTimePeriod
FutureDemand_BEV_Q3_2026,BEV,analyzesVehicleType
FutureDemand_BEV_Q3_2026,time_Q3_2026,forTimePeriod
FutureDemand_BEV_Q4_2025,BEV,analyzesVehicleType
FutureDemand_BEV_Q4_2025,time_Q4_2025,forTimePeriod
FutureDemand_BEV_Q4_2026,BEV,analyzesVehicleType
FutureDemand_BEV_Q4_2026,time_Q4_2026,forTimePeriod
FutureDemand_ICE_Current_Quarter,ICE,analyzesVehicleType
FutureDemand_ICE_Current_Quarter,time_Current_Quarter,forTimePeriod
FutureDemand_ICE_Q1_2026,ICE,analyzesVehicleType
FutureDemand_ICE_Q1_2026,time_Q1_2026,forTimePeriod
FutureDemand_ICE_Q2_2025,ICE,analyzesVehicleType
FutureDemand_ICE_Q2_2025,time_Q2_2025,forTimePeriod
FutureDemand_ICE_Q2_2026,ICE,analyzesVehicleType
FutureDemand_ICE_Q2_2026,time_Q2_2026,forTimePeriod
FutureDemand_ICE_Q3_2025,ICE,analyzesVehicleType
FutureDemand_ICE_Q3_2025,time_Q3_2025,forTimePeriod
FutureDemand_ICE_Q3_2026,ICE,analyzesVehicleType
FutureDemand_ICE_Q3_2026,time_Q3_2026,forTimePeriod
FutureDemand_ICE_Q4_2025,ICE,analyzesVehicleType
FutureDemand_ICE_Q4_2025,time_Q4_2025,forTimePeriod
FutureDemand_ICE_Q4_2026,ICE,analyzesVehicleType
FutureDemand_ICE_Q4_2026,time_Q4_2026,forTimePeriod
FutureDemand_OEM_Americas_Q1_2026_Entry,Quarter_Q1_2026,quarter
FutureDemand_OEM_Americas_Q1_2026_Entry,RegionAmericas,inRegion
FutureDemand_OEM_Americas_Q2_2025_Entry,Quarter_Q2_2025,quarter
FutureDemand_OEM_Americas_Q2_2025_Entry,RegionAmericas,inRegion
FutureDemand_OEM_Americas_Q2_2026_Entry,Quarter_Q2_2026,quarter
FutureDemand_OEM_Americas_Q2_2026_Entry,RegionAmericas,inRegion
FutureDemand_OEM_Americas_Q3_2025_Entry,Quarter_Q3_2025,quarter
FutureDemand_OEM_Americas_Q3_2025_Entry,RegionAmericas,inRegion
FutureDemand_OEM_Americas_Q3_2026_Entry,Quarter_Q3_2026,quarter
FutureDemand_OEM_Americas_Q3_2026_Entry,RegionAmericas,inRegion
FutureDemand_OEM_Americas_Q4_2025_Entry,Quarter_Q4_2025,quarter
FutureDemand_OEM_Americas_Q4_2025_Entry,RegionAmericas,inRegion
FutureDemand_OEM_Americas_Q4_2026_Entry,Quarter_Q4_2026,quarter
FutureDemand_OEM_Americas_Q4_2026_Entry,RegionAmericas,inRegion
FutureDemand_OEM_Europe_Q1_2026_Entry,Quarter_Q1_2026,quarter
FutureDemand_OEM_Europe_Q1_2026_Entry,RegionEurope,inRegion
FutureDemand_OEM_Europe_Q2_2025_Entry,Quarter_Q2_2025,quarter
FutureDemand_OEM_Europe_Q2_2025_Entry,RegionEurope,inRegion
FutureDemand_OEM_Europe_Q2_2026_Entry,Quarter_Q2_2026,quarter
FutureDemand_OEM_Europe_Q2_2026_Entry,RegionEurope,inRegion
FutureDemand_OEM_Europe_Q3_2025_Entry,Quarter_Q3_2025,quarter
FutureDemand_OEM_Europe_Q3_2025_Entry,RegionEurope,inRegion
FutureDemand_OEM_Europe_Q3_2026_Entry,Quarter_Q3_2026,quarter
FutureDemand_OEM_Europe_Q3_2026_Entry,RegionEurope,inRegion
FutureDemand_OEM_Europe_Q4_2025_Entry,Quarter_Q4_2025,quarter
FutureDemand_OEM_Europe_Q4_2025_Entry,RegionEurope,inRegion
FutureDemand_OEM_Europe_Q4_2026_Entry,Quarter_Q4_2026,quarter
FutureDemand_OEM_Europe_Q4_2026_Entry,RegionEurope,inRegion
FutureDemand_OEM_Japan_Q1_2026_Entry,Quarter_Q1_2026,quarter
FutureDemand_OEM_Japan_Q1_2026_Entry,RegionJapan,inRegion
FutureDemand_OEM_Japan_Q2_2025_Entry,Quarter_Q2_2025,quarter
FutureDemand_OEM_Japan_Q2_2025_Entry,RegionJapan,inRegion
FutureDemand_OEM_Japan_Q2_2026_Entry,Quarter_Q2_2026,quarter
FutureDemand_OEM_Japan_Q2_2026_Entry,RegionJapan,inRegion
FutureDemand_OEM_Japan_Q3_2025_Entry,Quarter_Q3_2025,quarter
FutureDemand_OEM_Japan_Q3_2025_Entry,RegionJapan,inRegion
FutureDemand_OEM_Japan_Q3_2026_Entry,Quarter_Q3_2026,quarter
FutureDemand_OEM_Japan_Q3_2026_Entry,RegionJapan,inRegion
FutureDemand_OEM_Japan_Q4_2025_Entry,Quarter_Q4_2025,quarter
FutureDemand_OEM_Japan_Q4_2025_Entry,RegionJapan,inRegion
FutureDemand_OEM_Japan_Q4_2026_Entry,Quarter_Q4_2026,quarter
FutureDemand_OEM_Japan_Q4_2026_Entry,RegionJapan,inRegion
FutureDemand_Semiconductor_Americas_Q1_2026_Entry,Quarter_Q1_2026,quarter
FutureDemand_Semiconductor_Americas_Q1_2026_Entry,RegionAmericas,inRegion
FutureDemand_Semiconductor_Americas_Q2_2025_Entry,Quarter_Q2_2025,quarter
FutureDemand_Semiconductor_Americas_Q2_2025_Entry,RegionAmericas,inRegion
FutureDemand_Semiconductor_Americas_Q2_2026_Entry,Quarter_Q2_2026,quarter
FutureDemand_Semiconductor_Americas_Q2_2026_Entry,RegionAmericas,inRegion
FutureDemand_Semiconductor_Americas_Q3_2025_Entry,Quarter_Q3_2025,quarter
FutureDemand_Semiconductor_Americas_Q3_2025_Entry,RegionAmericas,inRegion
FutureDemand_Semiconductor_Americas_Q3_2026_Entry,Quarter_Q3_2026,quarter
FutureDemand_Semiconductor_Americas_Q3_2026_Entry,RegionAmericas,inRegion
FutureDemand_Semiconductor_Americas_Q4_2025_Entry,Quarter_Q4_2025,quarter
FutureDemand_Semiconductor_Americas_Q4_2025_Entry,RegionAmericas,inRegion
FutureDemand_Semiconductor_Americas_Q4_2026_Entry,Quarter_Q4_2026,quarter
FutureDemand_Semiconductor_Americas_Q4_2026_Entry,RegionAmericas,inRegion
FutureDemand_Semiconductor_Europe_Q1_2026_Entry,Quarter_Q1_2026,quarter
FutureDemand_Semiconductor_Europe_Q1_2026_Entry,RegionEurope,inRegion
FutureDemand_Semiconductor_Europe_Q2_2025_Entry,Quarter_Q2_2025,quarter
FutureDemand_Semiconductor_Europe_Q2_2025_Entry,RegionEurope,inRegion
FutureDemand_Semiconductor_Europe_Q2_2026_Entry,Quarter_Q2_2026,quarter
FutureDemand_Semiconductor_Europe_Q2_2026_Entry,RegionEurope,inRegion
FutureDemand_Semiconductor_Europe_Q3_2025_Entry,Quarter_Q3_2025,quarter
FutureDemand_Semiconductor_Europe_Q3_2025_Entry,RegionEurope,inRegion
FutureDemand_Semiconductor_Europe_Q3_2026_Entry,Quarter_Q3_2026,quarter
FutureDemand_Semiconductor_Europe_Q3_2026_Entry,RegionEurope,inRegion
FutureDemand_Semiconductor_Europe_Q4_2025_Entry,Quarter_Q4_2025,quarter
FutureDemand_Semiconductor_Europe_Q4_2025_Entry,RegionEurope,inRegion
FutureDemand_Semiconductor_Europe_Q4_2026_Entry,Quarter_Q4_2026,quarter
FutureDemand_Semiconductor_Europe_Q4_2026_Entry,RegionEurope,inRegion
FutureDemand_Semiconductor_Japan_Q1_2026_Entry,Quarter_Q1_2026,quarter
FutureDemand_Semiconductor_Japan_Q1_2026_Entry,RegionJapan,inRegion
FutureDemand_Semiconductor_Japan_Q2_2025_Entry,Quarter_Q2_2025,quarter
FutureDemand_Semiconductor_Japan_Q2_2025_Entry,RegionJapan,inRegion
FutureDemand_Semiconductor_Japan_Q2_2026_Entry,Quarter_Q2_2026,quarter
FutureDemand_Semiconductor_Japan_Q2_2026_Entry,RegionJapan,inRegion
FutureDemand_Semiconductor_Japan_Q3_2025_Entry,Quarter_Q3_2025,quarter
FutureDemand_Semiconductor_Japan_Q3_2025_Entry,RegionJapan,inRegion
FutureDemand_Semiconductor_Japan_Q3_2026_Entry,Quarter_Q3_2026,quarter
FutureDemand_Semiconductor_Japan_Q3_2026_Entry,RegionJapan,inRegion
FutureDemand_Semiconductor_Japan_Q4_2025_Entry,Quarter_Q4_2025,quarter
FutureDemand_Semiconductor_Japan_Q4_2025_Entry,RegionJapan,inRegion
FutureDemand_Semiconductor_Japan_Q4_2026_Entry,Quarter_Q4_2026,quarter
FutureDemand_Semiconductor_Japan_Q4_2026_Entry,RegionJapan,inRegion
FutureDemand_Tier1_Americas_Q1_2026_Entry,Quarter_Q1_2026,quarter
FutureDemand_Tier1_Americas_Q1_2026_Entry,RegionAmericas,inRegion
FutureDemand_Tier1_Americas_Q2_2025_Entry,Quarter_Q2_2025,quarter
FutureDemand_Tier1_Americas_Q2_2025_Entry,RegionAmericas,inRegion
FutureDemand_Tier1_Americas_Q2_2026_Entry,Quarter_Q2_2026,quarter
FutureDemand_Tier1_Americas_Q2_2026_Entry,RegionAmericas,inRegion
FutureDemand_Tier1_Americas_Q3_2025_Entry,Quarter_Q3_2025,quarter
FutureDemand_Tier1_Americas_Q3_2025_Entry,RegionAmericas,inRegion
FutureDemand_Tier1_Americas_Q3_2026_Entry,Quarter_Q3_2026,quarter
FutureDemand_Tier1_Americas_Q3_2026_Entry,RegionAmericas,inRegion
FutureDemand_Tier1_Americas_Q4_2025_Entry,Quarter_Q4_2025,quarter
FutureDemand_Tier1_Americas_Q4_2025_Entry,RegionAmericas,inRegion
FutureDemand_Tier1_Americas_Q4_2026_Entry,Quarter_Q4_2026,quarter
FutureDemand_Tier1_Americas_Q4_2026_Entry,RegionAmericas,inRegion
FutureDemand_Tier1_Europe_Q1_2026_Entry,Quarter_Q1_2026,quarter
FutureDemand_Tier1_Europe_Q1_2026_Entry,RegionEurope,inRegion
FutureDemand_Tier1_Europe_Q2_2025_Entry,Quarter_Q2_2025,quarter
FutureDemand_Tier1_Europe_Q2_2025_Entry,RegionEurope,inRegion
FutureDemand_Tier1_Europe_Q2_2026_Entry,Quarter_Q2_2026,quarter
FutureDemand_Tier1_Europe_Q2_2026_Entry,RegionEurope,inRegion
FutureDemand_Tier1_Europe_Q3_2025_Entry,Quarter_Q3_2025,quarter
FutureDemand_Tier1_Europe_Q3_2025_Entry,RegionEurope,inRegion
FutureDemand_Tier1_Europe_Q3_2026_Entry,Quarter_Q3_2026,quarter
FutureDemand_Tier1_Europe_Q3_2026_Entry,RegionEurope,inRegion
FutureDemand_Tier1_Europe_Q4_2025_Entry,Quarter_Q4_2025,quarter
FutureDemand_Tier1_Europe_Q4_2025_Entry,RegionEurope,inRegion
FutureDemand_Tier1_Europe_Q4_2026_Entry,Quarter_Q4_2026,quarter
FutureDemand_Tier1_Europe_Q4_2026_Entry,RegionEurope,inRegion
FutureDemand_Tier1_Japan_Q1_2026_Entry,Quarter_Q1_2026,quarter
FutureDemand_Tier1_Japan_Q1_2026_Entry,RegionJapan,inRegion
