Id,Label
Company3_tier1_Advanced_driver-assistance_systems_(ADAS),Company3_tier1_Advanced_driver-assistance_systems_(ADAS)
Company3_tier1_Body_and_convenience,Company3_tier1_Body_and_convenience
Company3_tier1_Chassis_and_safety,Company3_tier1_Chassis_and_safety
Company3_tier1_Infotainment_and_Telematics,Company3_tier1_Infotainment_and_Telematics
Company3_tier1_Other,Company3_tier1_Other
Company3_tier1_Powertrain,Company3_tier1_Powertrain
CurrentDemandAnalysis,CurrentDemandAnalysis
CurrentDemand_OEM_Americas,CurrentDemand_OEM_Americas
CurrentDemand_OEM_Europe,CurrentDemand_OEM_Europe
CurrentDemand_OEM_Japan,CurrentDemand_OEM_Japan
CurrentDemand_Semiconductor_Americas,CurrentDemand_Semiconductor_Americas
CurrentDemand_Semiconductor_Europe,CurrentDemand_Semiconductor_Europe
CurrentDemand_Semiconductor_Japan,CurrentDemand_Semiconductor_Japan
CurrentDemand_Tier1_Americas,CurrentDemand_Tier1_Americas
CurrentDemand_Tier1_Europe,CurrentDemand_Tier1_Europe
CurrentDemand_Tier1_Japan,CurrentDemand_Tier1_Japan
EV,EV
FutureDemandAnalysis,FutureDemandAnalysis
FutureDemand_BEHV_Current_Quarter,FutureDemand_BEHV_Current_Quarter
FutureDemand_BEHV_Q1_2026,FutureDemand_BEHV_Q1_2026
FutureDemand_BEHV_Q2_2025,FutureDemand_BEHV_Q2_2025
FutureDemand_BEHV_Q2_2026,FutureDemand_BEHV_Q2_2026
FutureDemand_BEHV_Q3_2025,FutureDemand_BEHV_Q3_2025
FutureDemand_BEHV_Q3_2026,FutureDemand_BEHV_Q3_2026
FutureDemand_BEHV_Q4_2025,FutureDemand_BEHV_Q4_2025
FutureDemand_BEHV_Q4_2026,FutureDemand_BEHV_Q4_2026
FutureDemand_BEV_Current_Quarter,FutureDemand_BEV_Current_Quarter
FutureDemand_BEV_Q1_2026,FutureDemand_BEV_Q1_2026
FutureDemand_BEV_Q2_2025,FutureDemand_BEV_Q2_2025
FutureDemand_BEV_Q2_2026,FutureDemand_BEV_Q2_2026
FutureDemand_BEV_Q3_2025,FutureDemand_BEV_Q3_2025
FutureDemand_BEV_Q3_2026,FutureDemand_BEV_Q3_2026
FutureDemand_BEV_Q4_2025,FutureDemand_BEV_Q4_2025
FutureDemand_BEV_Q4_2026,FutureDemand_BEV_Q4_2026
FutureDemand_ICE_Current_Quarter,FutureDemand_ICE_Current_Quarter
FutureDemand_ICE_Q1_2026,FutureDemand_ICE_Q1_2026
FutureDemand_ICE_Q2_2025,FutureDemand_ICE_Q2_2025
FutureDemand_ICE_Q2_2026,FutureDemand_ICE_Q2_2026
FutureDemand_ICE_Q3_2025,FutureDemand_ICE_Q3_2025
FutureDemand_ICE_Q3_2026,FutureDemand_ICE_Q3_2026
FutureDemand_ICE_Q4_2025,FutureDemand_ICE_Q4_2025
FutureDemand_ICE_Q4_2026,FutureDemand_ICE_Q4_2026
FutureDemand_OEM_Americas_Q1_2026_Entry,FutureDemand_OEM_Americas_Q1_2026_Entry
FutureDemand_OEM_Americas_Q2_2025_Entry,FutureDemand_OEM_Americas_Q2_2025_Entry
FutureDemand_OEM_Americas_Q2_2026_Entry,FutureDemand_OEM_Americas_Q2_2026_Entry
FutureDemand_OEM_Americas_Q3_2025_Entry,FutureDemand_OEM_Americas_Q3_2025_Entry
FutureDemand_OEM_Americas_Q3_2026_Entry,FutureDemand_OEM_Americas_Q3_2026_Entry
FutureDemand_OEM_Americas_Q4_2025_Entry,FutureDemand_OEM_Americas_Q4_2025_Entry
FutureDemand_OEM_Americas_Q4_2026_Entry,FutureDemand_OEM_Americas_Q4_2026_Entry
FutureDemand_OEM_Europe_Q1_2026_Entry,FutureDemand_OEM_Europe_Q1_2026_Entry
FutureDemand_OEM_Europe_Q2_2025_Entry,FutureDemand_OEM_Europe_Q2_2025_Entry
FutureDemand_OEM_Europe_Q2_2026_Entry,FutureDemand_OEM_Europe_Q2_2026_Entry
FutureDemand_OEM_Europe_Q3_2025_Entry,FutureDemand_OEM_Europe_Q3_2025_Entry
FutureDemand_OEM_Europe_Q3_2026_Entry,FutureDemand_OEM_Europe_Q3_2026_Entry
FutureDemand_OEM_Europe_Q4_2025_Entry,FutureDemand_OEM_Europe_Q4_2025_Entry
FutureDemand_OEM_Europe_Q4_2026_Entry,FutureDemand_OEM_Europe_Q4_2026_Entry
FutureDemand_OEM_Japan_Q1_2026_Entry,FutureDemand_OEM_Japan_Q1_2026_Entry
FutureDemand_OEM_Japan_Q2_2025_Entry,FutureDemand_OEM_Japan_Q2_2025_Entry
FutureDemand_OEM_Japan_Q2_2026_Entry,FutureDemand_OEM_Japan_Q2_2026_Entry
FutureDemand_OEM_Japan_Q3_2025_Entry,FutureDemand_OEM_Japan_Q3_2025_Entry
FutureDemand_OEM_Japan_Q3_2026_Entry,FutureDemand_OEM_Japan_Q3_2026_Entry
FutureDemand_OEM_Japan_Q4_2025_Entry,FutureDemand_OEM_Japan_Q4_2025_Entry
FutureDemand_OEM_Japan_Q4_2026_Entry,FutureDemand_OEM_Japan_Q4_2026_Entry
FutureDemand_Semiconductor_Americas_Q1_2026_Entry,FutureDemand_Semiconductor_Americas_Q1_2026_Entry
FutureDemand_Semiconductor_Americas_Q2_2025_Entry,FutureDemand_Semiconductor_Americas_Q2_2025_Entry
FutureDemand_Semiconductor_Americas_Q2_2026_Entry,FutureDemand_Semiconductor_Americas_Q2_2026_Entry
FutureDemand_Semiconductor_Americas_Q3_2025_Entry,FutureDemand_Semiconductor_Americas_Q3_2025_Entry
FutureDemand_Semiconductor_Americas_Q3_2026_Entry,FutureDemand_Semiconductor_Americas_Q3_2026_Entry
FutureDemand_Semiconductor_Americas_Q4_2025_Entry,FutureDemand_Semiconductor_Americas_Q4_2025_Entry
FutureDemand_Semiconductor_Americas_Q4_2026_Entry,FutureDemand_Semiconductor_Americas_Q4_2026_Entry
FutureDemand_Semiconductor_Europe_Q1_2026_Entry,FutureDemand_Semiconductor_Europe_Q1_2026_Entry
FutureDemand_Semiconductor_Europe_Q2_2025_Entry,FutureDemand_Semiconductor_Europe_Q2_2025_Entry
FutureDemand_Semiconductor_Europe_Q2_2026_Entry,FutureDemand_Semiconductor_Europe_Q2_2026_Entry
FutureDemand_Semiconductor_Europe_Q3_2025_Entry,FutureDemand_Semiconductor_Europe_Q3_2025_Entry
FutureDemand_Semiconductor_Europe_Q3_2026_Entry,FutureDemand_Semiconductor_Europe_Q3_2026_Entry
FutureDemand_Semiconductor_Europe_Q4_2025_Entry,FutureDemand_Semiconductor_Europe_Q4_2025_Entry
FutureDemand_Semiconductor_Europe_Q4_2026_Entry,FutureDemand_Semiconductor_Europe_Q4_2026_Entry
FutureDemand_Semiconductor_Japan_Q1_2026_Entry,FutureDemand_Semiconductor_Japan_Q1_2026_Entry
FutureDemand_Semiconductor_Japan_Q2_2025_Entry,FutureDemand_Semiconductor_Japan_Q2_2025_Entry
FutureDemand_Semiconductor_Japan_Q2_2026_Entry,FutureDemand_Semiconductor_Japan_Q2_2026_Entry
FutureDemand_Semiconductor_Japan_Q3_2025_Entry,FutureDemand_Semiconductor_Japan_Q3_2025_Entry
FutureDemand_Semiconductor_Japan_Q3_2026_Entry,FutureDemand_Semiconductor_Japan_Q3_2026_Entry
FutureDemand_Semiconductor_Japan_Q4_2025_Entry,FutureDemand_Semiconductor_Japan_Q4_2025_Entry
FutureDemand_Semiconductor_Japan_Q4_2026_Entry,FutureDemand_Semiconductor_Japan_Q4_2026_Entry
FutureDemand_Tier1_Americas_Q1_2026_Entry,FutureDemand_Tier1_Americas_Q1_2026_Entry
FutureDemand_Tier1_Americas_Q2_2025_Entry,FutureDemand_Tier1_Americas_Q2_2025_Entry
FutureDemand_Tier1_Americas_Q2_2026_Entry,FutureDemand_Tier1_Americas_Q2_2026_Entry
FutureDemand_Tier1_Americas_Q3_2025_Entry,FutureDemand_Tier1_Americas_Q3_2025_Entry
FutureDemand_Tier1_Americas_Q3_2026_Entry,FutureDemand_Tier1_Americas_Q3_2026_Entry
FutureDemand_Tier1_Americas_Q4_2025_Entry,FutureDemand_Tier1_Americas_Q4_2025_Entry
FutureDemand_Tier1_Americas_Q4_2026_Entry,FutureDemand_Tier1_Americas_Q4_2026_Entry
FutureDemand_Tier1_Europe_Q1_2026_Entry,FutureDemand_Tier1_Europe_Q1_2026_Entry
FutureDemand_Tier1_Europe_Q2_2025_Entry,FutureDemand_Tier1_Europe_Q2_2025_Entry
FutureDemand_Tier1_Europe_Q2_2026_Entry,FutureDemand_Tier1_Europe_Q2_2026_Entry
FutureDemand_Tier1_Europe_Q3_2025_Entry,FutureDemand_Tier1_Europe_Q3_2025_Entry
FutureDemand_Tier1_Europe_Q3_2026_Entry,FutureDemand_Tier1_Europe_Q3_2026_Entry
FutureDemand_Tier1_Europe_Q4_2025_Entry,FutureDemand_Tier1_Europe_Q4_2025_Entry
FutureDemand_Tier1_Europe_Q4_2026_Entry,FutureDemand_Tier1_Europe_Q4_2026_Entry
FutureDemand_Tier1_Japan_Q1_2026_Entry,FutureDemand_Tier1_Japan_Q1_2026_Entry
FutureDemand_Tier1_Japan_Q2_2025_Entry,FutureDemand_Tier1_Japan_Q2_2025_Entry
FutureDemand_Tier1_Japan_Q2_2026_Entry,FutureDemand_Tier1_Japan_Q2_2026_Entry
FutureDemand_Tier1_Japan_Q3_2025_Entry,FutureDemand_Tier1_Japan_Q3_2025_Entry
FutureDemand_Tier1_Japan_Q3_2026_Entry,FutureDemand_Tier1_Japan_Q3_2026_Entry
FutureDemand_Tier1_Japan_Q4_2025_Entry,FutureDemand_Tier1_Japan_Q4_2025_Entry
FutureDemand_Tier1_Japan_Q4_2026_Entry,FutureDemand_Tier1_Japan_Q4_2026_Entry
ICE,ICE
ICE_SAE_Level_1_Year_2025,ICE_SAE_Level_1_Year_2025
ICE_SAE_Level_1_Year_2026,ICE_SAE_Level_1_Year_2026
ICE_SAE_Level_1_Year_2027,ICE_SAE_Level_1_Year_2027
ICE_SAE_Level_2_Year_2025,ICE_SAE_Level_2_Year_2025
ICE_SAE_Level_2_Year_2026,ICE_SAE_Level_2_Year_2026
ICE_SAE_Level_2_Year_2027,ICE_SAE_Level_2_Year_2027
ICE_SAE_Level_3_Year_2025,ICE_SAE_Level_3_Year_2025
ICE_SAE_Level_3_Year_2026,ICE_SAE_Level_3_Year_2026
ICE_SAE_Level_3_Year_2027,ICE_SAE_Level_3_Year_2027
ICE_SAE_Level_4_Year_2025,ICE_SAE_Level_4_Year_2025
ICE_SAE_Level_4_Year_2026,ICE_SAE_Level_4_Year_2026
ICE_SAE_Level_4_Year_2027,ICE_SAE_Level_4_Year_2027
ICE_SAE_Level_5_Year_2025,ICE_SAE_Level_5_Year_2025
ICE_SAE_Level_5_Year_2026,ICE_SAE_Level_5_Year_2026
ICE_SAE_Level_5_Year_2027,ICE_SAE_Level_5_Year_2027
InventoryDev_Company1_tier1_EV,InventoryDev_Company1_tier1_EV
InventoryDev_Company1_tier1_both,InventoryDev_Company1_tier1_both
InventoryDev_Company1_tier1_non_EV,InventoryDev_Company1_tier1_non_EV
InventoryDev_Company2_tier1_EV,InventoryDev_Company2_tier1_EV
InventoryDev_Company2_tier1_both,InventoryDev_Company2_tier1_both
InventoryDev_Company2_tier1_non_EV,InventoryDev_Company2_tier1_non_EV
InventoryDev_Company3_tier1_EV,InventoryDev_Company3_tier1_EV
InventoryDev_Company3_tier1_both,InventoryDev_Company3_tier1_both
InventoryDev_Company3_tier1_non_EV,InventoryDev_Company3_tier1_non_EV
Quarter_Current_Quarter,Quarter_Current_Quarter
Quarter_Q1_2026,Quarter_Q1_2026
Quarter_Q2_2025,Quarter_Q2_2025
Quarter_Q2_2026,Quarter_Q2_2026
Quarter_Q3_2025,Quarter_Q3_2025
Quarter_Q3_2026,Quarter_Q3_2026
Quarter_Q4_2025,Quarter_Q4_2025
Quarter_Q4_2026,Quarter_Q4_2026
RegionAmericas,RegionAmericas
RegionEurope,RegionEurope
RegionJapan,RegionJapan
SemiCurrentDemand,SemiCurrentDemand
SemiDemand_%3C%3D_7nm,SemiDemand_%3C%3D_7nm
SemiDemand_10nm_to_%3C28nm,SemiDemand_10nm_to_%3C28nm
SemiDemand_180nm_or_greater,SemiDemand_180nm_or_greater
SemiDemand_28nm_to_%3C45nm,SemiDemand_28nm_to_%3C45nm
SemiDemand_55nm_to_180nm,SemiDemand_55nm_to_180nm
SemiFutureDemand_Option1,SemiFutureDemand_Option1
SemiFutureDemand_Option1_%3C%3D_7nm_Current_Quarter,SemiFutureDemand_Option1_%3C%3D_7nm_Current_Quarter
SemiFutureDemand_Option1_%3C%3D_7nm_Q1_2026,SemiFutureDemand_Option1_%3C%3D_7nm_Q1_2026
SemiFutureDemand_Option1_%3C%3D_7nm_Q2_2025,SemiFutureDemand_Option1_%3C%3D_7nm_Q2_2025
SemiFutureDemand_Option1_%3C%3D_7nm_Q2_2026,SemiFutureDemand_Option1_%3C%3D_7nm_Q2_2026
SemiFutureDemand_Option1_%3C%3D_7nm_Q3_2025,SemiFutureDemand_Option1_%3C%3D_7nm_Q3_2025
SemiFutureDemand_Option1_%3C%3D_7nm_Q3_2026,SemiFutureDemand_Option1_%3C%3D_7nm_Q3_2026
SemiFutureDemand_Option1_%3C%3D_7nm_Q4_2025,SemiFutureDemand_Option1_%3C%3D_7nm_Q4_2025
SemiFutureDemand_Option1_%3C%3D_7nm_Q4_2026,SemiFutureDemand_Option1_%3C%3D_7nm_Q4_2026
SemiFutureDemand_Option1_10nm_to_%3C28nm_Current_Quarter,SemiFutureDemand_Option1_10nm_to_%3C28nm_Current_Quarter
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q1_2026,SemiFutureDemand_Option1_10nm_to_%3C28nm_Q1_2026
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q2_2025,SemiFutureDemand_Option1_10nm_to_%3C28nm_Q2_2025
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q2_2026,SemiFutureDemand_Option1_10nm_to_%3C28nm_Q2_2026
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q3_2025,SemiFutureDemand_Option1_10nm_to_%3C28nm_Q3_2025
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q3_2026,SemiFutureDemand_Option1_10nm_to_%3C28nm_Q3_2026
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q4_2025,SemiFutureDemand_Option1_10nm_to_%3C28nm_Q4_2025
SemiFutureDemand_Option1_10nm_to_%3C28nm_Q4_2026,SemiFutureDemand_Option1_10nm_to_%3C28nm_Q4_2026
SemiFutureDemand_Option1_180nm_or_greater_Current_Quarter,SemiFutureDemand_Option1_180nm_or_greater_Current_Quarter
SemiFutureDemand_Option1_180nm_or_greater_Q1_2026,SemiFutureDemand_Option1_180nm_or_greater_Q1_2026
SemiFutureDemand_Option1_180nm_or_greater_Q2_2025,SemiFutureDemand_Option1_180nm_or_greater_Q2_2025
SemiFutureDemand_Option1_180nm_or_greater_Q2_2026,SemiFutureDemand_Option1_180nm_or_greater_Q2_2026
SemiFutureDemand_Option1_180nm_or_greater_Q3_2025,SemiFutureDemand_Option1_180nm_or_greater_Q3_2025
SemiFutureDemand_Option1_180nm_or_greater_Q3_2026,SemiFutureDemand_Option1_180nm_or_greater_Q3_2026
SemiFutureDemand_Option1_180nm_or_greater_Q4_2025,SemiFutureDemand_Option1_180nm_or_greater_Q4_2025
SemiFutureDemand_Option1_180nm_or_greater_Q4_2026,SemiFutureDemand_Option1_180nm_or_greater_Q4_2026
SemiFutureDemand_Option1_28nm_to_%3C45nm_Current_Quarter,SemiFutureDemand_Option1_28nm_to_%3C45nm_Current_Quarter
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q1_2026,SemiFutureDemand_Option1_28nm_to_%3C45nm_Q1_2026
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q2_2025,SemiFutureDemand_Option1_28nm_to_%3C45nm_Q2_2025
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q2_2026,SemiFutureDemand_Option1_28nm_to_%3C45nm_Q2_2026
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q3_2025,SemiFutureDemand_Option1_28nm_to_%3C45nm_Q3_2025
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q3_2026,SemiFutureDemand_Option1_28nm_to_%3C45nm_Q3_2026
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q4_2025,SemiFutureDemand_Option1_28nm_to_%3C45nm_Q4_2025
SemiFutureDemand_Option1_28nm_to_%3C45nm_Q4_2026,SemiFutureDemand_Option1_28nm_to_%3C45nm_Q4_2026
SemiFutureDemand_Option1_55nm_to_180nm_Current_Quarter,SemiFutureDemand_Option1_55nm_to_180nm_Current_Quarter
SemiFutureDemand_Option1_55nm_to_180nm_Q1_2026,SemiFutureDemand_Option1_55nm_to_180nm_Q1_2026
SemiFutureDemand_Option1_55nm_to_180nm_Q2_2025,SemiFutureDemand_Option1_55nm_to_180nm_Q2_2025
SemiFutureDemand_Option1_55nm_to_180nm_Q2_2026,SemiFutureDemand_Option1_55nm_to_180nm_Q2_2026
SemiFutureDemand_Option1_55nm_to_180nm_Q3_2025,SemiFutureDemand_Option1_55nm_to_180nm_Q3_2025
SemiFutureDemand_Option1_55nm_to_180nm_Q3_2026,SemiFutureDemand_Option1_55nm_to_180nm_Q3_2026
SemiFutureDemand_Option1_55nm_to_180nm_Q4_2025,SemiFutureDemand_Option1_55nm_to_180nm_Q4_2025
SemiFutureDemand_Option1_55nm_to_180nm_Q4_2026,SemiFutureDemand_Option1_55nm_to_180nm_Q4_2026
SemiFutureDemand_Option2,SemiFutureDemand_Option2
SemiFutureDemand_Option2_%3C%3D_7nm_Current_Quarter,SemiFutureDemand_Option2_%3C%3D_7nm_Current_Quarter
SemiFutureDemand_Option2_%3C%3D_7nm_Q1_2026,SemiFutureDemand_Option2_%3C%3D_7nm_Q1_2026
SemiFutureDemand_Option2_%3C%3D_7nm_Q2_2025,SemiFutureDemand_Option2_%3C%3D_7nm_Q2_2025
SemiFutureDemand_Option2_%3C%3D_7nm_Q2_2026,SemiFutureDemand_Option2_%3C%3D_7nm_Q2_2026
SemiFutureDemand_Option2_%3C%3D_7nm_Q3_2025,SemiFutureDemand_Option2_%3C%3D_7nm_Q3_2025
SemiFutureDemand_Option2_%3C%3D_7nm_Q3_2026,SemiFutureDemand_Option2_%3C%3D_7nm_Q3_2026
SemiFutureDemand_Option2_%3C%3D_7nm_Q4_2025,SemiFutureDemand_Option2_%3C%3D_7nm_Q4_2025
SemiFutureDemand_Option2_%3C%3D_7nm_Q4_2026,SemiFutureDemand_Option2_%3C%3D_7nm_Q4_2026
SemiFutureDemand_Option2_10nm_to_%3C28nm_Current_Quarter,SemiFutureDemand_Option2_10nm_to_%3C28nm_Current_Quarter
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q1_2026,SemiFutureDemand_Option2_10nm_to_%3C28nm_Q1_2026
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q2_2025,SemiFutureDemand_Option2_10nm_to_%3C28nm_Q2_2025
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q2_2026,SemiFutureDemand_Option2_10nm_to_%3C28nm_Q2_2026
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q3_2025,SemiFutureDemand_Option2_10nm_to_%3C28nm_Q3_2025
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q3_2026,SemiFutureDemand_Option2_10nm_to_%3C28nm_Q3_2026
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q4_2025,SemiFutureDemand_Option2_10nm_to_%3C28nm_Q4_2025
SemiFutureDemand_Option2_10nm_to_%3C28nm_Q4_2026,SemiFutureDemand_Option2_10nm_to_%3C28nm_Q4_2026
SemiFutureDemand_Option2_180nm_or_greater_Current_Quarter,SemiFutureDemand_Option2_180nm_or_greater_Current_Quarter
SemiFutureDemand_Option2_180nm_or_greater_Q1_2026,SemiFutureDemand_Option2_180nm_or_greater_Q1_2026
SemiFutureDemand_Option2_180nm_or_greater_Q2_2025,SemiFutureDemand_Option2_180nm_or_greater_Q2_2025
SemiFutureDemand_Option2_180nm_or_greater_Q2_2026,SemiFutureDemand_Option2_180nm_or_greater_Q2_2026
SemiFutureDemand_Option2_180nm_or_greater_Q3_2025,SemiFutureDemand_Option2_180nm_or_greater_Q3_2025
SemiFutureDemand_Option2_180nm_or_greater_Q3_2026,SemiFutureDemand_Option2_180nm_or_greater_Q3_2026
SemiFutureDemand_Option2_180nm_or_greater_Q4_2025,SemiFutureDemand_Option2_180nm_or_greater_Q4_2025
SemiFutureDemand_Option2_180nm_or_greater_Q4_2026,SemiFutureDemand_Option2_180nm_or_greater_Q4_2026
SemiFutureDemand_Option2_28nm_to_%3C45nm_Current_Quarter,SemiFutureDemand_Option2_28nm_to_%3C45nm_Current_Quarter
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q1_2026,SemiFutureDemand_Option2_28nm_to_%3C45nm_Q1_2026
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q2_2025,SemiFutureDemand_Option2_28nm_to_%3C45nm_Q2_2025
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q2_2026,SemiFutureDemand_Option2_28nm_to_%3C45nm_Q2_2026
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q3_2025,SemiFutureDemand_Option2_28nm_to_%3C45nm_Q3_2025
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q3_2026,SemiFutureDemand_Option2_28nm_to_%3C45nm_Q3_2026
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q4_2025,SemiFutureDemand_Option2_28nm_to_%3C45nm_Q4_2025
SemiFutureDemand_Option2_28nm_to_%3C45nm_Q4_2026,SemiFutureDemand_Option2_28nm_to_%3C45nm_Q4_2026
SemiFutureDemand_Option2_55nm_to_180nm_Current_Quarter,SemiFutureDemand_Option2_55nm_to_180nm_Current_Quarter
SemiFutureDemand_Option2_55nm_to_180nm_Q1_2026,SemiFutureDemand_Option2_55nm_to_180nm_Q1_2026
SemiFutureDemand_Option2_55nm_to_180nm_Q2_2025,SemiFutureDemand_Option2_55nm_to_180nm_Q2_2025
SemiFutureDemand_Option2_55nm_to_180nm_Q2_2026,SemiFutureDemand_Option2_55nm_to_180nm_Q2_2026
SemiFutureDemand_Option2_55nm_to_180nm_Q3_2025,SemiFutureDemand_Option2_55nm_to_180nm_Q3_2025
SemiFutureDemand_Option2_55nm_to_180nm_Q3_2026,SemiFutureDemand_Option2_55nm_to_180nm_Q3_2026
