request_id,question,topic,expected_route,system_mode,route,selected_source,estimated_llm_calls,candidate_count,graph_row_count,graph_error,row_preview,selected_query,correctness,notes
EFFKGQA0011,Show current demand by survey group.,regional_demand,llm_or_ranking,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""surveyGroup"": ""OEM"", ""totalDemand"": ""248769210.0""}, {""surveyGroup"": ""Semiconductor"", ""totalDemand"": ""100.0""}, {""surveyGroup"": ""Tier1"", ""totalDemand"": ""100.0""}]","SELECT ?surveyGroup (SUM(?demand) AS ?totalDemand) WHERE { VALUES (?surveyClass ?surveyGroup) { (survey:OEM_Survey ""OEM"") (survey:Tier1_Survey ""Tier1"") (survey:Semiconductor_Survey ""Semiconductor"") } ?entry a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:totalDemand ?demand . ?origin a ?surveyClass . } GROUP BY ?surveyGroup ORDER BY ?surveyGroup",,
EFFKGQA0012,How does future demand evolve across quarter?,future_demand,direct_capability,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""avgPercentageChange"": ""13.012777777777777777777778"", ""quarterLabel"": ""Current Quarter""}, {""avgPercentageChange"": ""10.57695652173913047826087"", ""quarterLabel"": ""Q1 2026""}, {""avgPercentageChange"": ""22.595217391304347826086957"", ""quarterLabel"": ""Q2 2025""}]",SELECT ?quarterLabel (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:FutureDemandAnalysis ; survey:forTimePeriod ?quarter ; survey:percentageChange ?pct . ?quarter survey:periodLabel ?quarterLabel . } GROUP BY ?quarterLabel ORDER BY ?quarterLabel,,
EFFKGQA0013,Compare component inventory by trend.,inventory,llm_or_ranking,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""component"": ""Component_EV"", ""participantTotal"": ""1"", ""trend"": ""Decrease""}, {""component"": ""Component_EV"", ""participantTotal"": ""1"", ""trend"": ""Increase""}, {""component"": ""Component_EV"", ""participantTotal"": ""3"", ""trend"": ""Stable""}]",SELECT ?component ?trend (SUM(?participants) AS ?participantTotal) WHERE { ?entry a survey:InventoryDevelopment_Tier1 ; survey:forComponent ?component ; survey:inventoryTrend ?trend ; survey:participantCount ?participants . } GROUP BY ?component ?trend ORDER BY ?component ?trend,,
EFFKGQA0014,"Using the True Demand KG, give me OEM current demand grouped by survey group?",regional_demand,llm_or_ranking,direct_graph_supported,auto_answer,capability_inventory,0,1,1,,"[{""surveyGroup"": ""OEM"", ""totalDemand"": ""248769210.0""}]","SELECT ?surveyGroup (SUM(?demand) AS ?totalDemand) WHERE { BIND(""OEM"" AS ?surveyGroup) ?entry a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:totalDemand ?demand . ?origin a survey:OEM_Survey . } GROUP BY ?surveyGroup ORDER BY ?surveyGroup",,
EFFKGQA0015,Summarize autonomous driving development by SAE level.,autonomous_driving,llm_or_ranking,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""avgPercentage"": ""42.0"", ""saeLevel"": ""SAE_Level_1""}, {""avgPercentage"": ""52.0"", ""saeLevel"": ""SAE_Level_2""}, {""avgPercentage"": ""62.0"", ""saeLevel"": ""SAE_Level_3""}]","SELECT ?saeLevel (AVG(?pct) AS ?avgPercentage) WHERE { ?entry a survey:AutonomousDrivingDevelopment ; survey:hasSAELevel ?sae ; survey:hasPercentage ?pct . BIND(REPLACE(STR(?sae), ""^.*/"", """") AS ?saeLevel) } GROUP BY ?saeLevel ORDER BY ?saeLevel",,
EFFKGQA0016,"For the survey data, give me semiconductor current demand grouped by region?",regional_demand,llm_or_ranking,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""regionName"": ""Americas"", ""totalDemand"": ""35.0""}, {""regionName"": ""Asia Pacific/All Other"", ""totalDemand"": ""10.0""}, {""regionName"": ""Asia Pacific/China"", ""totalDemand"": ""20.0""}]","SELECT ?regionName (SUM(?demand) AS ?totalDemand) WHERE { BIND(""Semiconductor"" AS ?surveyGroup) ?entry a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:inRegion ?region ; survey:totalDemand ?demand . ?origin a survey:Semiconductor_Survey . ?region survey:regionName ?regionName . } GROUP BY ?regionName ORDER BY ?regionName",,
EFFKGQA0017,Return a breakdown of Tier1 current demand by vehicle type.,regional_demand,llm_or_ranking,llm_ranking,llm_ranking,validated_retrieval,1,5,3,,"[{""pct"": ""-0.36"", ""vehicle"": ""BEV""}, {""pct"": ""3.77"", ""vehicle"": ""BEHV""}, {""pct"": ""4.59"", ""vehicle"": ""ICE""}]","SELECT ?vehicle ?pct WHERE { ?agg a survey:AggregatedDemand ; survey:hasSurveyOrigin survey:OEM_Survey_Instance ; survey:isAggregatedResult true ; survey:forVehicleType ?veh ; survey:percentageChange ?pct . BIND( IF(?veh = survey:BEV, ""BEV"", IF(?veh = survey:BEHV, ""BEHV"", IF(?veh = survey:ICE, ""ICE"", """") ) ) AS ?vehicle ) FILTER(?vehicle != """") BIND( IF(?vehicle = ""BEV"", 1, IF(?vehicle = ""BEHV"", 2, IF(?vehicle = ""ICE"", 3, 4) ) ) AS ?ord ) } ORDER BY ?ord",,
EFFKGQA0018,Compare SAE level development across survey group.,autonomous_driving,llm_or_ranking,llm_ranking,llm_ranking,infineon,1,7,0,,,"SELECT ?surveyType (AVG(?pct) AS ?avgPercentage) WHERE { VALUES (?surveyClass ?surveyType) { (survey:OEM_Survey 'OEM') (survey:Tier1_Survey 'Tier1') (survey:Semiconductor_Survey 'Semiconductor') } ?devClass a ?devType ; survey:hasSurveyOrigin ?origin ; survey:hasDetail ?entry . ?origin a ?surveyClass . FILTER(?devType IN (survey:AutonomousDrivingDevelopment_OEM, survey:AutonomousDrivingDevelopment_Tier1)) ?entry a survey:AutonomousDrivingDevelopment ; survey:hasSAELevel ?sae ; survey:hasPercentage ?pct . FILTER(STR(?sae) = CONCAT(STR(survey:), 'SAE_Level_3')) } GROUP BY ?surveyType ORDER BY ?surveyType",,
EFFKGQA0019,Compare inventory responses by technology category.,inventory,llm_or_ranking,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""entryCount"": ""1"", ""technologyCategory"": ""10nm_to_%3C28nm"", ""trend"": ""Decrease""}, {""entryCount"": ""1"", ""technologyCategory"": ""10nm_to_%3C28nm"", ""trend"": ""Increase""}, {""entryCount"": ""1"", ""technologyCategory"": ""180nm_or_greater"", ""trend"": ""Decrease""}]","SELECT ?technologyCategory ?trend (COUNT(?entry) AS ?entryCount) WHERE { ?entry a survey:InventoryDevelopment_Semi ; survey:forTechnologyCategory ?technology ; survey:hasInventoryTrend ?trend . BIND(REPLACE(STR(?technology), ""^.*/"", """") AS ?technologyCategory) } GROUP BY ?technologyCategory ?trend ORDER BY ?technologyCategory ?trend",,
EFFKGQA0020,"From the graph, summarize Tier1 current demand per survey group?",regional_demand,llm_or_ranking,direct_graph_supported,auto_answer,capability_inventory,0,1,1,,"[{""surveyGroup"": ""Tier1"", ""totalDemand"": ""100.0""}]","SELECT ?surveyGroup (SUM(?demand) AS ?totalDemand) WHERE { BIND(""Tier1"" AS ?surveyGroup) ?entry a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:totalDemand ?demand . ?origin a survey:Tier1_Survey . } GROUP BY ?surveyGroup ORDER BY ?surveyGroup",,
EFFKGQA0021,Return forecast vehicle sales grouped by time period.,vehicle_sales,llm_or_ranking,llm_ranking,llm_ranking,template,1,5,3,,"[{""forecastUnits"": ""6818720"", ""month"": ""time_Apr_2024""}, {""forecastUnits"": ""7260983"", ""month"": ""time_Apr_2025""}, {""forecastUnits"": ""7009380"", ""month"": ""time_Apr_2026""}]","SELECT ?month (SUM(?unitsSold) AS ?forecastUnits) WHERE { ?obs a survey:VehicleSalesObservation ; survey:isForecastData true ; survey:forTimePeriod ?period ; survey:unitsSold ?unitsSold . BIND(REPLACE(STR(?period), '^.*/', '') AS ?month) } GROUP BY ?month ORDER BY ?month",,
EFFKGQA0022,Which year has the highest sales volume?,vehicle_sales,llm_or_ranking,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""unitsSold"": ""86125479"", ""year"": ""2023""}, {""unitsSold"": ""88109476"", ""year"": ""2024""}, {""unitsSold"": ""90166856"", ""year"": ""2025""}]","SELECT ?year (SUM(?units) AS ?unitsSold) WHERE { ?obs a survey:VehicleSalesObservation ; survey:forTimePeriod ?month ; survey:unitsSold ?units . OPTIONAL { ?month survey:periodLabel ?periodLabel . } BIND(COALESCE(?periodLabel, REPLACE(STR(?month), ""^.*/"", """")) AS ?label) BIND(REPLACE(STR(?label), ""^.*(20[0-9]{2}).*$"", ""$1"") AS ?year) } GROUP BY ?year ORDER BY ?year",,
EFFKGQA0023,Compare shortage status by survey group.,shortage,llm_or_ranking,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""companyCount"": ""1"", ""shortageStatus"": ""no"", ""surveyGroup"": ""OEM""}, {""companyCount"": ""2"", ""shortageStatus"": ""yes"", ""surveyGroup"": ""OEM""}, {""companyCount"": ""1"", ""shortageStatus"": ""no"", ""surveyGroup"": ""Semiconductor""}]","SELECT ?surveyGroup ?shortageStatus (COUNT(?company) AS ?companyCount) WHERE { VALUES (?surveyClass ?surveyGroup) { (survey:OEM_Survey ""OEM"") (survey:Tier1_Survey ""Tier1"") (survey:Semiconductor_Survey ""Semiconductor"") } ?company a survey:Company ; survey:hasSurveyOrigin ?origin ; survey:reportsShortage ?shortage . ?origin a ?surveyClass . BIND(IF(?shortage = true, ""yes"", ""no"") AS ?shortageStatus) } GROUP BY ?surveyGroup ?shortageStatus ORDER BY ?surveyGroup ?shortageStatus",,
EFFKGQA0024,Which technology category appears most often in inventory development?,inventory,llm_or_ranking,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""entryCount"": ""1"", ""technologyCategory"": ""10nm_to_%3C28nm"", ""trend"": ""Decrease""}, {""entryCount"": ""1"", ""technologyCategory"": ""10nm_to_%3C28nm"", ""trend"": ""Increase""}, {""entryCount"": ""1"", ""technologyCategory"": ""180nm_or_greater"", ""trend"": ""Decrease""}]","SELECT ?technologyCategory ?trend (COUNT(?entry) AS ?entryCount) WHERE { ?entry a survey:InventoryDevelopment_Semi ; survey:forTechnologyCategory ?technology ; survey:hasInventoryTrend ?trend . BIND(REPLACE(STR(?technology), ""^.*/"", """") AS ?technologyCategory) } GROUP BY ?technologyCategory ?trend ORDER BY ?technologyCategory ?trend",,
EFFKGQA0025,"For the survey data, future demand by technology category, please?",future_demand,direct_capability,llm_ranking,llm_ranking,validated_retrieval,1,9,1,,"[{""avgFutureChange"": ""36.1225"", ""techLabel"": ""TechCategory_180nm_or_greater""}]","SELECT ?techLabel (AVG(?pct) AS ?avgFutureChange) WHERE { ?entry a survey:FutureDemandAnalysis ; survey:analyzesTechnologyCategory ?tech ; survey:percentageChange ?pct . BIND(REPLACE(STR(?tech), '^.*/', '') AS ?techLabel) } GROUP BY ?techLabel ORDER BY DESC(?avgFutureChange) LIMIT 1",,
EFFKGQA0026,Return autonomous driving percentage grouped by survey group.,autonomous_driving,llm_or_ranking,llm_ranking,llm_ranking,infineon,1,5,0,,,"SELECT ?surveyType (AVG(?pct) AS ?avgPercentage) WHERE { VALUES (?surveyClass ?surveyType) { (survey:OEM_Survey 'OEM') (survey:Tier1_Survey 'Tier1') (survey:Semiconductor_Survey 'Semiconductor') } ?devClass a ?devType ; survey:hasSurveyOrigin ?origin ; survey:hasDetail ?entry . FILTER(?devType IN (survey:AutonomousDrivingDevelopment_OEM, survey:AutonomousDrivingDevelopment_Tier1)) ?origin a ?surveyClass . ?entry a survey:AutonomousDrivingDevelopment ; survey:hasPercentage ?pct . } GROUP BY ?surveyType ORDER BY ?surveyType",,
EFFKGQA0027,Return a breakdown of regional demand by survey group.,regional_demand,llm_or_ranking,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""regionName"": ""Americas"", ""surveyGroup"": ""OEM"", ""totalDemand"": ""67744458.0""}, {""regionName"": ""Asia Pacific/All Other"", ""surveyGroup"": ""OEM"", ""totalDemand"": ""37293303.0""}, {""regionName"": ""Asia Pacific/China"", ""surveyGroup"": ""OEM"", ""totalDemand"": ""77885298.0""}]","SELECT ?surveyGroup ?regionName (SUM(?demand) AS ?totalDemand) WHERE { VALUES (?surveyClass ?surveyGroup) { (survey:OEM_Survey ""OEM"") (survey:Tier1_Survey ""Tier1"") (survey:Semiconductor_Survey ""Semiconductor"") } ?entry a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:inRegion ?region ; survey:totalDemand ?demand . ?origin a ?surveyClass . ?region survey:regionName ?regionName . } GROUP BY ?surveyGroup ?regionName ORDER BY ?surveyGroup ?regionName",,
EFFKGQA0028,"From the graph, return future demand values for each technology category?",future_demand,direct_capability,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""avgPercentageChange"": ""12.24875"", ""technologyCategory"": ""TechCategory_%3C%3D_7nm""}, {""avgPercentageChange"": ""3.7225"", ""technologyCategory"": ""TechCategory_10nm_to_%3C28nm""}, {""avgPercentageChange"": ""36.1225"", ""technologyCategory"": ""TechCategory_180nm_or_greater""}]","SELECT ?technologyCategory (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:FutureDemandAnalysis ; survey:analyzesTechnologyCategory ?technology ; survey:percentageChange ?pct . OPTIONAL { ?technology survey:technologyCategoryName ?technologyName . } BIND(COALESCE(?technologyName, REPLACE(STR(?technology), ""^.*/"", """")) AS ?technologyCategory) } GROUP BY ?technologyCategory ORDER BY ?technologyCategory",,
EFFKGQA0029,Show forecast vehicle sales by year.,vehicle_sales,llm_or_ranking,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""unitsSold"": ""88109476"", ""year"": ""2024""}, {""unitsSold"": ""90166856"", ""year"": ""2025""}, {""unitsSold"": ""90471186"", ""year"": ""2026""}]","SELECT ?year (SUM(?units) AS ?unitsSold) WHERE { ?obs a survey:VehicleSalesObservation ; survey:isForecastData true ; survey:forTimePeriod ?month ; survey:unitsSold ?units . OPTIONAL { ?month survey:periodLabel ?periodLabel . } BIND(COALESCE(?periodLabel, REPLACE(STR(?month), ""^.*/"", """")) AS ?label) BIND(REPLACE(STR(?label), ""^.*(20[0-9]{2}).*$"", ""$1"") AS ?year) } GROUP BY ?year ORDER BY ?year",,
EFFKGQA0030,Please compare regional demand across quarter?,regional_demand,llm_or_ranking,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""regionName"": ""Americas"", ""surveyGroup"": ""OEM"", ""totalDemand"": ""67744458.0""}, {""regionName"": ""Asia Pacific/All Other"", ""surveyGroup"": ""OEM"", ""totalDemand"": ""37293303.0""}, {""regionName"": ""Asia Pacific/China"", ""surveyGroup"": ""OEM"", ""totalDemand"": ""77885298.0""}]","SELECT ?surveyGroup ?regionName (SUM(?demand) AS ?totalDemand) WHERE { VALUES (?surveyClass ?surveyGroup) { (survey:OEM_Survey ""OEM"") (survey:Tier1_Survey ""Tier1"") (survey:Semiconductor_Survey ""Semiconductor"") } ?entry a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:inRegion ?region ; survey:totalDemand ?demand . ?origin a ?surveyClass . ?region survey:regionName ?regionName . } GROUP BY ?surveyGroup ?regionName ORDER BY ?surveyGroup ?regionName",,
EFFKGQA0031,Return autonomous driving development grouped by year.,autonomous_driving,llm_or_ranking,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""avgPercentage"": ""42.0"", ""year"": ""2025""}, {""avgPercentage"": ""62.0"", ""year"": ""2026""}, {""avgPercentage"": ""82.0"", ""year"": ""2027""}]",SELECT ?year (AVG(?pct) AS ?avgPercentage) WHERE { ?entry a survey:AutonomousDrivingDevelopment ; survey:hasYear ?year ; survey:hasPercentage ?pct . } GROUP BY ?year ORDER BY ?year,,
EFFKGQA0032,Show cancellation behavior by response type.,order_cancellation,llm_or_ranking,llm_ranking,llm_ranking,validated_retrieval,1,5,3,,"[{""participants"": ""1"", ""responseType"": ""Decrease"", ""technologyCategory"": ""OrderCancellationChange_Semi_10nm_to_lt28nm""}, {""participants"": ""2"", ""responseType"": ""Increase"", ""technologyCategory"": ""OrderCancellationChange_Semi_10nm_to_lt28nm""}, {""participants"": ""0"", ""responseType"": ""Stable"", ""technologyCategory"": ""OrderCancellationChange_Semi_10nm_to_lt28nm""}]","SELECT ?technologyCategory ?responseType ?participants WHERE { ?entry a survey:OrderCancellation ; survey:forTechnologyCategory ?tech ; survey:hasResponseType ?responseType ; survey:participantCount ?participants . BIND(REPLACE(STR(?tech), '^.*/', '') AS ?technologyCategory) } ORDER BY ?technologyCategory ?responseType",,
EFFKGQA0033,Return inventory responses grouped by component.,inventory,llm_or_ranking,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""component"": ""Component_EV"", ""participantTotal"": ""1"", ""trend"": ""Decrease""}, {""component"": ""Component_EV"", ""participantTotal"": ""1"", ""trend"": ""Increase""}, {""component"": ""Component_EV"", ""participantTotal"": ""3"", ""trend"": ""Stable""}]",SELECT ?component ?trend (SUM(?participants) AS ?participantTotal) WHERE { ?entry a survey:InventoryDevelopment_Tier1 ; survey:forComponent ?component ; survey:inventoryTrend ?trend ; survey:participantCount ?participants . } GROUP BY ?component ?trend ORDER BY ?component ?trend,,
EFFKGQA0034,Compare reported shortages by survey group.,shortage,llm_or_ranking,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""companyCount"": ""1"", ""shortageStatus"": ""no"", ""surveyGroup"": ""OEM""}, {""companyCount"": ""2"", ""shortageStatus"": ""yes"", ""surveyGroup"": ""OEM""}, {""companyCount"": ""1"", ""shortageStatus"": ""no"", ""surveyGroup"": ""Semiconductor""}]","SELECT ?surveyGroup ?shortageStatus (COUNT(?company) AS ?companyCount) WHERE { VALUES (?surveyClass ?surveyGroup) { (survey:OEM_Survey ""OEM"") (survey:Tier1_Survey ""Tier1"") (survey:Semiconductor_Survey ""Semiconductor"") } ?company a survey:Company ; survey:hasSurveyOrigin ?origin ; survey:reportsShortage ?shortage . ?origin a ?surveyClass . BIND(IF(?shortage = true, ""yes"", ""no"") AS ?shortageStatus) } GROUP BY ?surveyGroup ?shortageStatus ORDER BY ?surveyGroup ?shortageStatus",,
EFFKGQA0035,Show OEM current demand by vehicle type.,regional_demand,llm_or_ranking,llm_ranking,llm_ranking,validated_retrieval,1,5,3,,"[{""pct"": ""-0.36"", ""vehicle"": ""BEV""}, {""pct"": ""3.77"", ""vehicle"": ""BEHV""}, {""pct"": ""4.59"", ""vehicle"": ""ICE""}]","SELECT ?vehicle ?pct WHERE { ?agg a survey:AggregatedDemand ; survey:hasSurveyOrigin survey:OEM_Survey_Instance ; survey:isAggregatedResult true ; survey:forVehicleType ?veh ; survey:percentageChange ?pct . BIND( IF(?veh = survey:BEV, ""BEV"", IF(?veh = survey:BEHV, ""BEHV"", IF(?veh = survey:ICE, ""ICE"", """") ) ) AS ?vehicle ) FILTER(?vehicle != """") BIND( IF(?vehicle = ""BEV"", 1, IF(?vehicle = ""BEHV"", 2, IF(?vehicle = ""ICE"", 3, 4) ) ) AS ?ord ) } ORDER BY ?ord",,
EFFKGQA0036,What does future demand look like for each technology category?,future_demand,direct_capability,llm_ranking,llm_ranking,infineon,1,8,3,,"[{""futureDemand"": ""9.03"", ""techLabel"": ""TechCategory_%3C%3D_7nm""}, {""futureDemand"": ""1.33"", ""techLabel"": ""TechCategory_%3C%3D_7nm""}, {""futureDemand"": ""55.19"", ""techLabel"": ""TechCategory_%3C%3D_7nm""}]","SELECT ?techLabel ?futureDemand WHERE { ?entry a survey:FutureDemandAnalysis ; survey:analyzesTechnologyCategory ?tech ; survey:percentageChange ?futureDemand . BIND(REPLACE(STR(?tech), '^.*/', '') AS ?techLabel) } ORDER BY ?techLabel",,
