request_id,question,topic,expected_route,system_mode,route,selected_source,estimated_llm_calls,candidate_count,graph_row_count,graph_error,row_preview,answer_text,execution_selection_reason,selected_query,correctness,notes
FULLKGQA0011,What does Autonomous mean?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"A self-governing or self-directed capability within a structured system that enables independent decision-making and action without requiring external human intervention. In the Digital Reference ontology, it is a subclass of Decision Making Initiative.",,,correct,codex: ontology definition returned
FULLKGQA0012,"Based on the survey data, which region should I inspect first for demand?",advisory_current_demand,advisory,direct_graph_supported,auto_answer,advisory,0,1,5,,"[{""avgPercentageChange"": ""2386112.016666666666666666666667"", ""regionName"": ""Asia Pacific/China""}, {""avgPercentageChange"": ""1993696.795238095238095238095238"", ""regionName"": ""Americas""}, {""avgPercentageChange"": ""1491199.795238095238095238095238"", ""regionName"": ""Europe""}, {""avgPercentageChange"": ""1092445.9"", ""regionName"": ""Asia Pacific/All Other""}, {""avgPercentageChange"": ""369089.207142857142857142857143"", ""regionName"": ""Japan""}]","Based on the graph results, Asia Pacific/China is the first area to inspect for this request (average future-demand percentage change: 2386112.016666666666666666666667). This is a data-grounded analytical signal, not an autonomous business decision. Top returned signals: Asia Pacific/China: 2386112.016666666666666666666667; Americas: 1993696.795238095238095238095238; Europe: 1491199.795238095238095238095238. The deterministic advisory template used here was: identify the region with the strongest future-demand signal.",,SELECT ?regionName (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:DemandForRegion ; survey:inRegion ?region ; survey:totalDemandPercentageChange ?pct . ?region survey:regionName ?regionName . } GROUP BY ?regionName ORDER BY DESC(?avgPercentageChange),correct,codex: deterministic advisory with graph evidence
FULLKGQA0013,Which Tier1 inventory trend data points are available for each component?,inventory,,direct_graph_supported,auto_answer,capability_inventory,0,1,9,,"[{""component"": ""Component_EV"", ""participantTotal"": ""1"", ""trend"": ""Decrease""}, {""component"": ""Component_EV"", ""participantTotal"": ""1"", ""trend"": ""Increase""}, {""component"": ""Component_EV"", ""participantTotal"": ""3"", ""trend"": ""Stable""}, {""component"": ""Component_both"", ""participantTotal"": ""1"", ""trend"": ""Decrease""}, {""component"": ""Component_both"", ""participantTotal"": ""1"", ""trend"": ""Increase""}, {""component"": ""Component_both"", ""participantTotal"": ""3"", ""trend"": ""Stable""}, {""component"": ""Component_non_EV"", ""participantTotal"": ""1"", ""trend"": ""Decrease""}, {""component"": ""Component_non_EV"", ""participantTotal"": ""1"", ""trend"": ""Increase""}, {""component"": ""Component_non_EV"", ""participantTotal"": ""3"", ""trend"": ""S...","Answer: The query returned 9 row(s). First results: component: Component_EV, trend: Decrease, participant total: 1; component: Component_EV, trend: Increase, participant total: 1; component: Component_EV, trend: Stable, participant total: 3; component: Component_both, trend: Decrease, participant total: 1; component: Component_both, trend: Increase, participant total: 1; component: Component_both, trend: Stable, participant total: 3; component: Component_non_EV, trend: Decrease, participant total: 1; component: Component_non_EV, trend: Increase, participant total: 1.",,SELECT ?component ?trend (SUM(?participants) AS ?participantTotal) WHERE { ?entry a survey:InventoryDevelopment_Tier1 ; survey:forComponent ?component ; survey:inventoryTrend ?trend ; survey:participantCount ?participants . } GROUP BY ?component ?trend ORDER BY ?component ?trend,correct,codex: semantic/domain checks passed
FULLKGQA0014,What is Abbreviation?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,Any abbreviation of a concept Its declared domain is not specified and its declared range is string.,,,correct,codex: ontology definition returned
FULLKGQA0015,What should I look at first to understand current demand risk by region?,advisory_current_demand,advisory,direct_graph_supported,auto_answer,advisory,0,1,5,,"[{""regionName"": ""Asia Pacific/China"", ""totalDemand"": ""77885333.0""}, {""regionName"": ""Americas"", ""totalDemand"": ""67744523.0""}, {""regionName"": ""Europe"", ""totalDemand"": ""51729058.0""}, {""regionName"": ""Asia Pacific/All Other"", ""totalDemand"": ""37293323.0""}, {""regionName"": ""Japan"", ""totalDemand"": ""14117173.0""}]","Based on the graph results, Asia Pacific/China is the first area to inspect for this request (total current demand: 77885333.0). This is a data-grounded analytical signal, not an autonomous business decision. Top returned signals: Asia Pacific/China: 77885333.0; Americas: 67744523.0; Europe: 51729058.0. The deterministic advisory template used here was: identify the region with the highest current-demand signal.",,SELECT ?regionName (SUM(?demand) AS ?totalDemand) WHERE { ?entry a survey:DemandForRegion ; survey:inRegion ?region ; survey:totalDemand ?demand . ?region survey:regionName ?regionName . } GROUP BY ?regionName ORDER BY DESC(?totalDemand),correct,codex: deterministic advisory with graph evidence
FULLKGQA0016,What is the total volume of order cancellations recorded for each semiconductor technology category?,order_cancellation,,direct_graph_supported,auto_answer,capability_inventory,0,1,5,,"[{""participantCount"": ""3"", ""technologyCategory"": ""OrderCancellationChange_Semi_10nm_to_lt28nm""}, {""participantCount"": ""3"", ""technologyCategory"": ""OrderCancellationChange_Semi_180nm_or_greater""}, {""participantCount"": ""3"", ""technologyCategory"": ""OrderCancellationChange_Semi_28nm_to_lt45nm""}, {""participantCount"": ""3"", ""technologyCategory"": ""OrderCancellationChange_Semi_55nm_to_180nm""}, {""participantCount"": ""3"", ""technologyCategory"": ""OrderCancellationChange_Semi_lt%3D_7nm""}]","Answer: The query returned 5 row(s). Results: technology category: OrderCancellationChange_Semi_10nm_to_lt28nm, participant count: 3; technology category: OrderCancellationChange_Semi_180nm_or_greater, participant count: 3; technology category: OrderCancellationChange_Semi_28nm_to_lt45nm, participant count: 3; technology category: OrderCancellationChange_Semi_55nm_to_180nm, participant count: 3; technology category: OrderCancellationChange_Semi_lt%3D_7nm, participant count: 3.",,"SELECT ?technologyCategory (SUM(?participants) AS ?participantCount) WHERE { ?entry a survey:OrderCancellation ; survey:forTechnologyCategory ?technology ; survey:participantCount ?participants . BIND(REPLACE(STR(?technology), ""^.*/"", """") AS ?technologyCategory) } GROUP BY ?technologyCategory ORDER BY ?technologyCategory",correct,codex: semantic/domain checks passed
FULLKGQA0017,Define Finished Product.,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"End result of the manufacturing process In the Digital Reference ontology, it is a subclass of Product.",,,correct,codex: ontology definition returned
FULLKGQA0018,Which region shows the strongest future demand signal?,advisory_future_demand,advisory,direct_graph_supported,auto_answer,advisory,0,1,5,,"[{""avgPercentageChange"": ""2386112.016666666666666666666667"", ""regionName"": ""Asia Pacific/China""}, {""avgPercentageChange"": ""1993696.795238095238095238095238"", ""regionName"": ""Americas""}, {""avgPercentageChange"": ""1491199.795238095238095238095238"", ""regionName"": ""Europe""}, {""avgPercentageChange"": ""1092445.9"", ""regionName"": ""Asia Pacific/All Other""}, {""avgPercentageChange"": ""369089.207142857142857142857143"", ""regionName"": ""Japan""}]","Based on the graph results, Asia Pacific/China is the first area to inspect for this request (average future-demand percentage change: 2386112.016666666666666666666667). This is a data-grounded analytical signal, not an autonomous business decision. Top returned signals: Asia Pacific/China: 2386112.016666666666666666666667; Americas: 1993696.795238095238095238095238; Europe: 1491199.795238095238095238095238. The deterministic advisory template used here was: identify the region with the strongest future-demand signal.",,SELECT ?regionName (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:DemandForRegion ; survey:inRegion ?region ; survey:totalDemandPercentageChange ?pct . ?region survey:regionName ?regionName . } GROUP BY ?regionName ORDER BY DESC(?avgPercentageChange),correct,codex: deterministic advisory with graph evidence
FULLKGQA0019,Which regions account for the highest overall demand in the Semiconductor survey?,regional_demand,,llm_ranking,llm_ranking,validated_retrieval,1,9,1,,"[{""regionName"": ""Americas"", ""totalDemand"": ""35.0""}]",Answer: Regional demand returned 1 row(s). The highest total demand is in Americas with 35.,selected_best_executable_candidate,SELECT ?regionName (SUM(?units) AS ?totalDemand) WHERE { ?d a survey:DemandForRegion ; survey:hasSurveyOrigin ?o ; survey:inRegion ?r ; survey:totalDemand ?units . ?o a survey:Semiconductor_Survey . ?r survey:regionName ?regionName . } GROUP BY ?regionName ORDER BY DESC(?totalDemand) LIMIT 1,correct,codex: semantic/domain checks passed
FULLKGQA0020,Define APS.,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"Advanced planning and scheduling system (APS) refers to a manufacturing management process by which raw materials and production capacity are optimally allocated to meet demand. In the Digital Reference ontology, it is a subclass of IT System.",,,correct,codex: ontology definition returned
FULLKGQA0021,"Based on future demand, where should planning attention focus?",advisory_future_demand,advisory,llm_ranking,llm_ranking,infineon,1,5,0,,,Answer: No results returned for the given query.,selected_best_executable_candidate,SELECT ?regionLabel (SUM(?futureDemand) AS ?totalFutureDemand) WHERE { ?futureEntry survey:hasTechnologyCategory ?tech ; survey:hasVehicleType ?vehicle ; survey:nameplateLabel ?nameplate ; survey:hasSurveyOrigin ?origin ; survey:forTimePeriod ?period ; survey:percentageChange ?futureDemand ; survey:inRegion ?region . ?region a survey:Region ; survey:regionName ?regionLabel . } GROUP BY ?regionLabel ORDER BY DESC(?totalFutureDemand),incorrect,codex: no graph rows returned
FULLKGQA0022,How does the number of OEM companies experiencing shortages compare to those without shortages?,shortage,,llm_ranking,llm_ranking,validated_retrieval,1,5,1,,"[{""count"": ""2""}]",Answer: The result is 2.,kept_selected_nonempty,SELECT (COUNT(?c) AS ?count) WHERE { ?c a survey:Company ; survey:hasSurveyOrigin ?o ; survey:reportsShortage ?flag . ?o a survey:OEM_Survey . FILTER(?flag = true) },correct,codex: semantic/domain checks passed
FULLKGQA0023,What is Battery CO2 Savings?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"CO2 Savings refers to several solutions that might reduce carbon emissions throughout the course of a Lithiu-Ion battery's lifespan. In the Digital Reference ontology, it is a subclass of Application.",,,correct,codex: ontology definition returned
FULLKGQA0024,Which region should be monitored for future demand risk?,advisory_future_demand,advisory,direct_graph_supported,auto_answer,advisory,0,1,5,,"[{""avgPercentageChange"": ""2386112.016666666666666666666667"", ""regionName"": ""Asia Pacific/China""}, {""avgPercentageChange"": ""1993696.795238095238095238095238"", ""regionName"": ""Americas""}, {""avgPercentageChange"": ""1491199.795238095238095238095238"", ""regionName"": ""Europe""}, {""avgPercentageChange"": ""1092445.9"", ""regionName"": ""Asia Pacific/All Other""}, {""avgPercentageChange"": ""369089.207142857142857142857143"", ""regionName"": ""Japan""}]","Based on the graph results, Asia Pacific/China is the first area to inspect for this request (average future-demand percentage change: 2386112.016666666666666666666667). This is a data-grounded analytical signal, not an autonomous business decision. Top returned signals: Asia Pacific/China: 2386112.016666666666666666666667; Americas: 1993696.795238095238095238095238; Europe: 1491199.795238095238095238095238. The deterministic advisory template used here was: identify the region with the strongest future-demand signal.",,SELECT ?regionName (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:DemandForRegion ; survey:inRegion ?region ; survey:totalDemandPercentageChange ?pct . ?region survey:regionName ?regionName . } GROUP BY ?regionName ORDER BY DESC(?avgPercentageChange),correct,codex: deterministic advisory with graph evidence
FULLKGQA0025,How many vehicles were sold in total in each month according to actual sales figures?,vehicle_sales,,llm_ranking,llm_ranking,validated_retrieval,1,5,12,,"[{""monthLabel"": ""time_Apr_2023"", ""unitsSold"": ""6425650""}, {""monthLabel"": ""time_Aug_2023"", ""unitsSold"": ""7057393""}, {""monthLabel"": ""time_Dec_2023"", ""unitsSold"": ""8093262""}, {""monthLabel"": ""time_Feb_2023"", ""unitsSold"": ""6176907""}, {""monthLabel"": ""time_Jan_2023"", ""unitsSold"": ""5727449""}, {""monthLabel"": ""time_Jul_2023"", ""unitsSold"": ""7066342""}, {""monthLabel"": ""time_Jun_2023"", ""unitsSold"": ""7678947""}, {""monthLabel"": ""time_Mar_2023"", ""unitsSold"": ""7847474""}, {""monthLabel"": ""time_May_2023"", ""unitsSold"": ""7164150""}, {""monthLabel"": ""time_Nov_2023"", ""unitsSold"": ""7699941""}, {""monthLabel"": ""time_Oct_2023"", ""unitsSold"": ""7459190""}, {""monthLabel"": ""time_Sep_2023"", ""unitsSold"": ""7728774""}]","Answer: Vehicle-sales results returned 12 grouped row(s). Groups: month label: time Apr 2023, units sold: 6425650; month label: time Aug 2023, units sold: 7057393; month label: time Dec 2023, units sold: 8093262; month label: time Feb 2023, units sold: 6176907; month label: time Jan 2023, units sold: 5727449; month label: time Jul 2023, units sold: 7066342; month label: time Jun 2023, units sold: 7678947; month label: time Mar 2023, units sold: 7847474; month label: time May 2023, units sold: 7164150; month label: time Nov 2023, units sold: 7699941; month label: time Oct 2023, units sold: 7459190; month label: time Sep 2023, units sold: 7728774.",selected_best_executable_candidate,"SELECT ?monthLabel (SUM(?units) AS ?unitsSold) WHERE { ?obs a survey:VehicleSalesObservation ; survey:forTimePeriod ?month ; survey:isActualData true ; survey:unitsSold ?units . BIND(REPLACE(STR(?month), '^.*/', '') AS ?monthLabel) } GROUP BY ?monthLabel ORDER BY ?monthLabel",correct,codex: semantic/domain checks passed
FULLKGQA0026,What is Business Process?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,A Business Process (BP) consists of a series of value-creating activities that reach the performance expected by customers and fulfill goals derived from the business strategy.,,,correct,codex: ontology definition returned
FULLKGQA0027,What should I review first to understand future demand risk by region?,advisory_future_demand,advisory,direct_graph_supported,auto_answer,advisory,0,1,5,,"[{""avgPercentageChange"": ""2386112.016666666666666666666667"", ""regionName"": ""Asia Pacific/China""}, {""avgPercentageChange"": ""1993696.795238095238095238095238"", ""regionName"": ""Americas""}, {""avgPercentageChange"": ""1491199.795238095238095238095238"", ""regionName"": ""Europe""}, {""avgPercentageChange"": ""1092445.9"", ""regionName"": ""Asia Pacific/All Other""}, {""avgPercentageChange"": ""369089.207142857142857142857143"", ""regionName"": ""Japan""}]","Based on the graph results, Asia Pacific/China is the first area to inspect for this request (average future-demand percentage change: 2386112.016666666666666666666667). This is a data-grounded analytical signal, not an autonomous business decision. Top returned signals: Asia Pacific/China: 2386112.016666666666666666666667; Americas: 1993696.795238095238095238095238; Europe: 1491199.795238095238095238095238. The deterministic advisory template used here was: identify the region with the strongest future-demand signal.",,SELECT ?regionName (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:DemandForRegion ; survey:inRegion ?region ; survey:totalDemandPercentageChange ?pct . ?region survey:regionName ?regionName . } GROUP BY ?regionName ORDER BY DESC(?avgPercentageChange),correct,codex: deterministic advisory with graph evidence
FULLKGQA0028,"Across vehicle types, SAE levels, and years, what is the average value of autonomous-driving development among Tier1 suppliers?",autonomous_driving,,llm_ranking,llm_ranking,validated_retrieval,1,7,15,,"[{""avgPercentage"": ""42.0"", ""saeLevel"": ""1"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""52.0"", ""saeLevel"": ""2"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""62.0"", ""saeLevel"": ""3"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""72.0"", ""saeLevel"": ""4"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""82.0"", ""saeLevel"": ""5"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""42.0"", ""saeLevel"": ""1"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""52.0"", ""saeLevel"": ""2"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""62.0"", ""saeLevel"": ""3"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""72.0"", ""saeLevel"": ""4"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""82.0"", ""saeLevel"": ""5"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""42.0"", ""saeL...","Answer: Autonomous-driving development returned 15 grouped row(s). First groups: vehicle type: BEHV, sae level: 1, avg percentage: 42.0; vehicle type: BEHV, sae level: 2, avg percentage: 52.0; vehicle type: BEHV, sae level: 3, avg percentage: 62.0; vehicle type: BEHV, sae level: 4, avg percentage: 72.0; vehicle type: BEHV, sae level: 5, avg percentage: 82.0; vehicle type: BEV, sae level: 1, avg percentage: 42.0; vehicle type: BEV, sae level: 2, avg percentage: 52.0; vehicle type: BEV, sae level: 3, avg percentage: 62.0.",switched_to_nonempty_candidate,"SELECT ?vehicleType ?saeLevel (AVG(?percentage) AS ?avgPercentage) WHERE { ?entry a survey:AutonomousDrivingDevelopment ; survey:hasVehicleType ?vehicle ; survey:hasSAELevel ?sae ; survey:hasPercentage ?percentage . BIND(REPLACE(STR(?vehicle), '^.*/', '') AS ?vehicleType) BIND(REPLACE(STR(?sae), '^.*/SAE_Level_', '') AS ?saeLevel) } GROUP BY ?vehicleType ?saeLevel ORDER BY ?vehicleType xsd:integer(?saeLevel)",incorrect,codex: missing requested dimension:year; missing year for autonomous-driving request
FULLKGQA0029,What does Binning mean?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"Additional lobe: Planning In the Digital Reference ontology, it is a subclass of Product Lobe.",,,correct,codex: ontology definition returned
FULLKGQA0030,"Based on future demand data, which region looks most important?",advisory_future_demand,advisory,direct_graph_supported,auto_answer,capability_inventory,0,1,5,,"[{""avgPercentageChange"": ""1993696.795238095238095238095238"", ""regionName"": ""Americas""}, {""avgPercentageChange"": ""1092445.9"", ""regionName"": ""Asia Pacific/All Other""}, {""avgPercentageChange"": ""2386112.016666666666666666666667"", ""regionName"": ""Asia Pacific/China""}, {""avgPercentageChange"": ""1491199.795238095238095238095238"", ""regionName"": ""Europe""}, {""avgPercentageChange"": ""369089.207142857142857142857143"", ""regionName"": ""Japan""}]","Answer: The query returned 5 grouped row(s). The highest returned avg percentage change is for region name: China with 2,386,112.",,SELECT ?regionName (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:DemandForRegion ; survey:inRegion ?region ; survey:totalDemandPercentageChange ?pct . ?region survey:regionName ?regionName . } GROUP BY ?regionName ORDER BY ?regionName,correct,codex: semantic/domain checks passed
